2015-08-08,
2015-08-09,
2015-08-10,-0.29350597302401416
2015-08-11,-14.084000220099774
2015-08-12,-2.2280943198378025
2015-08-13,-0.17840611945586926
2015-08-14,-1.0145360730806279
2015-08-15,-4.364305322078405
2015-08-16,-2.9689696429875636
2015-08-17,31.434740495683116
2015-08-18,962.4022544029675
2015-08-19,1643.736682081884
2015-08-20,843.3811143807335
2015-08-21,-9994.39138177128
2015-08-22,-7879.498066984771
2015-08-23,-2892.1138005832663
2015-08-24,-13773.22314850416
2015-08-25,-1153.4973174561694
2015-08-26,-3230.9020552233064
2015-08-27,-2186.3787318275527
2015-08-28,1748.3020348507694
2015-08-29,589.6178619482532
2015-08-30,3054.2242778592217
2015-08-31,-239.19237571127462
2015-09-01,-86.08035218758448
2015-09-02,173.3436793876483
2015-09-03,-54.159831015591045
2015-09-04,-44.6727376813488
2015-09-05,24.59622743410571
2015-09-06,14.015902265763584
2015-09-07,3.451166689013717
2015-09-08,789.5589549594496
2015-09-09,-2305.1974983216082
2015-09-10,-748.2228074209247
2015-09-11,-6966.329141424005
2015-09-12,5549.6362590179915
2015-09-13,7396.69641426552
2015-09-14,2732.1966735890446
2015-09-15,4368.035238443316
2015-09-16,7634.59547457565
2015-09-17,1255.2002868499794
2015-09-18,4134.434595962893
2015-09-19,10198.678634129674
2015-09-20,2771.8679294224085
2015-09-21,13122.04635865799
2015-09-22,935.0375822668475
2015-09-23,1996.2956625188697
2015-09-24,-19123.759548339833
2015-09-25,-7249.150057007183
2015-09-26,64383.1847138417
2015-09-27,91681.2475250884
2015-09-28,-109375.9209457665
2015-09-29,25772.30045513568
2015-09-30,11563.0784201287
2015-10-01,42011.149916130125
2015-10-02,18240.3602354224
2015-10-03,-13678.431620280695
2015-10-04,-11274.315173206396
2015-10-05,14615.461021556575
2015-10-06,11401.740959444542
2015-10-07,8398.717296984692
2015-10-08,4726.8286040405255
2015-10-09,-3820.4786282057776
2015-10-10,-340.3216572916224
2015-10-11,-436.1459984342236
2015-10-12,-272.74948202646965
2015-10-13,171.00732179603432
2015-10-14,286.8199262719719
2015-10-15,143.73212562924172
2015-10-16,273.14575218943315
2015-10-17,251.61465700081175
2015-10-18,203.55727319684382
2015-10-19,53.12117725155944
2015-10-20,660.1546902639417
2015-10-21,-174.21691159209828
2015-10-22,465.7475392185726
2015-10-23,180.63740789664016
2015-10-24,281.5487537683632
2015-10-25,73.94992024423959
2015-10-26,67.12193047369664
2015-10-27,140.177035056474
2015-10-28,-736.0052082206444
2015-10-29,-76.87226249579159
2015-10-30,61.142698648626585
2015-10-31,0.5922732382773874
2015-11-01,8.560873999851964
2015-11-02,14.10206247561119
2015-11-03,14.831591497264402
2015-11-04,26.68771182229658
2015-11-05,-18.79802364899809
2015-11-06,-70.31448738905418
2015-11-07,-2.5221035034472994
2015-11-08,26.162404441166775
2015-11-09,2.844501401688865
2015-11-10,-9.154709320565837
2015-11-11,-8.08644249384006
2015-11-12,2.3425530193064663
2015-11-13,0.5995477407814933
2015-11-14,2.6112163881709938
2015-11-15,5.117938543289454
2015-11-16,-0.8866578374382503
2015-11-17,-0.5992700123516075
2015-11-18,-0.9472542214872652
2015-11-19,-0.7120519133323964
2015-11-20,-0.865805909445849
2015-11-21,-0.23536263004619806
2015-11-22,-0.7611415784316736
2015-11-23,-0.9823954316918736
2015-11-24,-0.9776672417953782
2015-11-25,-1.0134556987331382
2015-11-26,-1.0584743624913038
2015-11-27,-1.0450114441242893
2015-11-28,-1.0468672890540662
2015-11-29,-0.6936158918780829
2015-11-30,-0.8068987301854159
2015-12-01,-0.9952734429215591
2015-12-02,-0.9585663636429443
2015-12-03,-0.9935475375481696
2015-12-04,-0.9846127698400324
2015-12-05,-0.9328674969933132
2015-12-06,-0.7609943312645967
2015-12-07,-4.155844850823172
2015-12-08,-26.690129585916377
2015-12-09,-32.15416491730461
2015-12-10,-8.052062602923325
2015-12-11,38.5268753647963
2015-12-12,-3.4634227306434315
2015-12-13,-4.223068520383762
2015-12-14,5.015970316825449
2015-12-15,5.463384977169366
2015-12-16,9.055462078493095
2015-12-17,-0.016119443077115436
2015-12-18,1.3351415643306388
2015-12-19,0.18640642390871265
2015-12-20,6.033214139778432
2015-12-21,2.7121401015174036
2015-12-22,-51.918086449214385
2015-12-23,30.629305544094773
2015-12-24,55.861414284623244
2015-12-25,15.13552325818905
2015-12-26,-352.12270387336673
2015-12-27,-142.15268863189527
2015-12-28,-357.34144751615884
2015-12-29,2163.25435785206
2015-12-30,223.15995488328795
2015-12-31,-75.1719333660946
2016-01-01,-67.47780236386448
2016-01-02,-129.8705372851856
2016-01-03,-312.6692191551653
2016-01-04,-47.58352756049978
2016-01-05,-18.588930692349372
2016-01-06,-30.75781099487379
2016-01-07,-29.333860046759042
2016-01-08,-13.016649232559052
2016-01-09,-10.37287575737613
2016-01-10,874.1107704747373
2016-01-11,631.6471076997896
2016-01-12,-5924.112357061801
2016-01-13,9306.458925928908
2016-01-14,18473.67212321345
2016-01-15,203892.78481271706
2016-01-16,73780.87452858347
2016-01-17,-528133.7602561017
2016-01-18,-7951.727672888601
2016-01-19,-25303.645938385787
2016-01-20,17140.508905141647
2016-01-21,5388.211004730762
2016-01-22,13733.260950673453
2016-01-23,17758.866715132022
2016-01-24,24579.48226665208
2016-01-25,-8446.06486808808
2016-01-26,1777.353739910271
2016-01-27,5126.094919386541
2016-01-28,-7406.3283874435165
2016-01-29,14860.060473562575
2016-01-30,9874.385551350795
2016-01-31,39030.76749219866
2016-02-01,5104.109591966615
