Open,Close,High,Low,Volume,Date
3.1925,3.1575,3.2075,3.12,,04/24/20
3.17,3.1925,3.235,3.15,,04/23/20
3.1,3.175,3.2025,3.0825,,04/22/20
3.1425,3.0925,3.1625,3.01,,04/21/20
3.225,3.1425,3.2325,3.135,,04/20/20
3.1975,3.2225,3.255,3.195,,04/17/20
3.1875,3.1975,3.23,3.1775,,04/16/20
3.26,3.1925,3.2675,3.175,,04/15/20
3.3125,3.26,3.32,3.2575,,04/14/20
3.3225,3.315,3.34,3.265,,04/13/20
3.3075,3.3175,3.335,3.28,,04/09/20
3.32,3.3,3.34,3.2825,,04/08/20
3.28,3.315,3.355,3.28,,04/07/20
3.2975,3.2775,3.3175,3.255,,04/06/20
3.345,3.3075,3.385,3.28,,04/03/20
3.35,3.335,3.4325,3.33,,04/02/20
3.4125,3.3475,3.4275,3.335,,04/01/20
3.4175,3.4075,3.4475,3.335,,03/31/20
3.43,3.4125,3.4675,3.4,,03/30/20
3.485,3.46,3.5,3.425,,03/27/20
3.4825,3.4875,3.4925,3.4375,,03/26/20
3.475,3.485,3.5275,3.4575,,03/25/20
3.435,3.4725,3.505,3.38,,03/24/20
3.4025,3.435,3.455,3.3825,,03/23/20
3.465,3.4375,3.5675,3.4225,,03/20/20
3.365,3.455,3.5475,3.365,,03/19/20
3.44,3.3525,3.4525,3.32,,03/18/20
3.5525,3.44,3.5675,3.4275,,03/17/20
3.625,3.5475,3.6775,3.54,,03/16/20
3.7,3.7075,3.755,3.7,,03/13/20
3.775,3.6975,3.775,3.67,,03/12/20
3.8025,3.7925,3.805,3.77,,03/11/20
3.79,3.8,3.815,3.775,,03/10/20
3.72,3.7425,3.775,3.685,,03/09/20
3.8375,3.7725,3.855,3.77,,03/06/20
3.875,3.845,3.875,3.82,,03/05/20
3.82,3.87,3.885,3.8,,03/04/20
3.7575,3.8175,3.8375,3.7575,,03/03/20
3.665,3.7475,3.7575,3.66,,03/02/20
3.645,3.665,3.6725,3.6275,,02/28/20
3.6975,3.645,3.7,3.6175,,02/27/20
3.72,3.705,3.74,3.6825,,02/26/20
3.73,3.725,3.7475,3.7125,,02/25/20
3.7625,3.7225,3.7625,3.7,,02/24/20
3.7825,3.77,3.805,3.7625,,02/21/20
3.8075,3.785,3.8125,3.78,,02/20/20
3.8225,3.805,3.8275,3.785,,02/19/20
3.785,3.83,3.8325,3.78,,02/18/20
3.795,3.7775,3.815,3.7625,,02/14/20
3.8225,3.795,3.8275,3.79,,02/13/20
3.7975,3.83,3.8375,3.7825,,02/12/20
3.81,3.7975,3.82,3.78,,02/11/20
3.8325,3.8175,3.835,3.79,,02/10/20
3.8025,3.835,3.85,3.8,,02/07/20
3.8025,3.7925,3.8175,3.76,,02/06/20
3.815,3.8075,3.8325,3.795,,02/05/20
3.7825,3.8225,3.835,3.7825,,02/04/20
3.805,3.7875,3.82,3.765,,02/03/20
3.815,3.8125,3.8275,3.7875,,01/31/20
3.845,3.795,3.85,3.785,,01/30/20
3.855,3.8425,3.8825,3.8275,,01/29/20
3.825,3.865,3.87,3.785,,01/28/20
3.8425,3.805,3.8475,3.7725,,01/27/20
3.9325,3.8725,3.9325,3.865,,01/24/20
3.885,3.9375,3.94,3.875,,01/23/20
3.875,3.8875,3.91,3.8675,,01/22/20
3.89,3.875,3.8925,3.8425,,01/21/20
3.77,3.8925,3.895,3.7675,,01/17/20
3.8725,3.755,3.8775,3.7525,,01/16/20
3.8875,3.875,3.9025,3.865,,01/15/20
3.8925,3.89,3.905,3.8825,,01/14/20
3.865,3.895,3.895,3.855,,01/13/20
3.8325,3.8575,3.8675,3.765,,01/10/20
3.8375,3.8325,3.87,3.8225,,01/09/20
3.84,3.8425,3.855,3.8225,,01/08/20
3.85,3.845,3.8575,3.835,,01/07/20
3.8625,3.8475,3.8775,3.8275,,01/06/20
3.915,3.865,3.92,3.855,,01/03/20
3.8775,3.915,3.92,3.8725,,01/02/20
